GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1012209,110070082198,2023,DCP Midstream 220 Gulf Coast Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,ENBRIDGE (US) INC,5402 Westheimer Court,Houston,TX,77056,13.2,211130
1012211,110070082194,2023,DCP Midstream 595 Piceance Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,86.8,211130
1012211,110070082194,2023,DCP Midstream 595 Piceance Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,ENBRIDGE (US) INC,5407 Westheimer Court,Houston,TX,77056,13.2,211130
1012213,110071162338,2023,Permian Basin Gathering & Boosting-AAPG Province 430,9950 Woodloch Forest Drive,The Woodlands,TX,77380,MONTGOMERY COUNTY,WESTERN MIDSTREAM PARTNERS LP,9950 Woodloch Forest Drive,The Woodlands,TX,77380,100,211130
1012214,110070082201,2023,DCP Midstream 540 Denver Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,ENBRIDGE (US) INC,5408 Westheimer Court,Houston,TX,77056,13.2,211130
1012214,110070082201,2023,DCP Midstream 540 Denver Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,86.8,211130
1012218,110070082205,2023,Williams G&B Facility  Appalachian Basin 160,One Williams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012230,110070082202,2023,"ConocoPhillips Permian Basin 430, Gathering and Boosting",925 N. Eldridge Parkway,Houston,TX,77079,HARRIS COUNTY,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,100,211120
1012231,110071162299,2023,Williams G&B Facility  Central Western Overthrust 507,One Willams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012232,110070082205,2023,Williams G&B Facility  Strawn Basin 415,One Williams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012233,110070082205,2023,Williams G&B Facility  Anadarko Basin 360,One Williams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012236,110070082205,2023,Williams G&B Facility  Appalachian Basin (Eastern Overthrust Area) 160A,One Williams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012238,110070082194,2023,DCP Midstream 260 East Texas Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,86.8,211130
1012238,110070082194,2023,DCP Midstream 260 East Texas Basin,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,ENBRIDGE (US) INC,5400 Westheimer Court,Houston,TX,77056,13.2,211130
1012240,110070082194,2023,DCP Midstream 350 South Oklahoma Folded Belt,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,ENBRIDGE (US) INC,5406 Westheimer Court,Houston,TX,77056,13.2,211130
1012240,110070082194,2023,DCP Midstream 350 South Oklahoma Folded Belt,370 17th Street Ste 2500,Denver,CO,80202,DENVER COUNTY,PHILLIPS 66,2331 Citywest Blvd,Houston,TX,77042,86.8,211130
1012241,110071162175,2023,Appalachian Basin Gathering & Boosting - AAPG Province 160A,"33 West Third Street, Suite 300",Williamsport,PA,17701,,ARD OPERATING LLC,33 West Third Street,Wiiliamsport,PA,17701,100,211130
1012244,110070082205,2023,Williams G&B Facility  Green River Basin 535,One Williams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012245,110070082205,2023,Williams G&B Facility  Gulf Coast Basin 220,One Williams Center,Tulsa,OK,74172,WAGONER COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,100,213112
1012248,,2023,ALLP Uinta Basin,1801 California St. Suite 1200,Denver,CO,80202,,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100,486210
1012251,,2023,ALLP Greenriver Basin,1801 California Street Suite 1200,Denver,CO,80202,,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100,486210
1012253,110071162339,2023,Refrigerants Inc,2575 W BARBERRY PL,DENVER,CO,80204,DENVER COUNTY,DENVER REFRIGERANTS INC,2575 W Barberry Pl,Denver,CO,80204,100,424690
1012256,110071161821,2023,HEP Pennsylvania Gathering LLC Midstream (160A) Operations,37 Fox Chase Drive,Towanda,PA,18848,BRADFORD COUNTY,ALINDA CAPITAL PARTNERS LLC,16211 LA CANTERA PKWY STE 202,SAN ANTONIO,TX,78256,100,486210
1012257,110002701238,2023,Chevron MCA 260 East Texas Basin Gathering and Boosting,6001 Bollinger Canyon Road,San Ramon,CA,94583,CONTRA COSTA COUNTY,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,211130
1012259,110070209522,2023,"Transmission Pipeline Facility, Southern Natural Gas Company, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,THE SOUTHERN CO,"30 Ivan Allen Jr Boulevard Nw, Suite 1407",Atlanta,GA,30308-3008,50,486210
1012259,110070209522,2023,"Transmission Pipeline Facility, Southern Natural Gas Company, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1012260,110070069550,2023,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012269,110070082217,2023,NFGSC HINSDALE STATION,4052 Phillips Rd,Hinsdale,NY,14743,CATTARAUGUS COUNTY,NATIONAL FUEL GAS CO,6363 Main Street,Williamsville,NY,14221,100,486210
1012270,110003244123,2023,"TGP Station 871 Campbellsville, KY",8690 New Columbia Rd.,Campbellsville,KY,42718,TAYLOR COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012277,110070209522,2023,"Transmission Pipeline Facility, Tennessee Gas Pipeline Company, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012281,110070209522,2023,"Transmission Pipeline Facility, Kinder Morgan Tejas Pipeline LLC","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012284,110071162441,2023,"Scissortail Energy Cable Compressor Station McAlester, OK",,McAlester,OK,74501,PITTSBURG COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1012285,110054862341,2023,"TGP Station 555 Collinwood, Cypress Inn, TN",6100 Pumping Station Rd,Cypress Inn,TN,38452,WAYNE COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012286,110070082223,2023,Denver Basin - G&B - AAPG Province 540,1099 18th St. #1800,Denver,CO,80202,DENVER COUNTY,WESTERN MIDSTREAM PARTNERS LP,9950 Woodloch Forest Drive,The Woodlands,TX,77380,100,211130
1012289,110009530392,2023,University of California Santa Cruz,1156 High street,SANTA CRUZ,CA,95064,SANTA CRUZ COUNTY,STATE OF CALIFORNIA,State Capital,Sacramento,CA,95814,100,611310
1012290,110070209522,2023,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012291,110070209522,2023,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012293,110070209522,2023,"Transmission Pipeline Facility, Ruby Pipeline, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,RUBY BLOCKER LLC,2711 Centerville Rd Suite 400,Wilmington,DE,19808,50,486210
1012293,110070209522,2023,"Transmission Pipeline Facility, Ruby Pipeline, L.L.C.","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,EP RUBY LLC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,50,486210
1012294,110070209522,2023,"Transmission Pipeline Facility, Kinder Morgan Texas Pipeline LLC","1001 Louisiana St, Suite 1000",Houston,TX,77002,HARRIS COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,486210
1012297,110071162269,2023,"Hiland Partners Roosevelt Gas Plant Watford City, ND",,Watford City,ND,58854,MCKENZIE COUNTY,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,100,211130
1012298,,2023,"Evergreen Natural Resources, LLC. Las Vegas-Raton",27000 Highway 12,Trinidad,CO,81082,,PIONEER NATURAL RESOURCES CO,777 Hidden Rdg,Irving,TX,75038,100,211130
1012300,110071162394,2023,San Juan Basin (580) Gathering and Boosting,1111 Travis St,Houston,TX,77002,HARRIS COUNTY,HILCORP ENERGY CO,1111 Travis St,Houston,TX,77002,100,211120
1012301,110009147529,2023,"ConocoPhillips' Williston, Gathering & Boosting (395)",925 N. Eldridge Parkway,Houston,TX,77079,HARRIS COUNTY,CONOCOPHILLIPS,925 N Eldridge Pkwy,Houston,TX,77079,100,211120
1012305,110002701238,2023,Chevron MCA 430 Permian Basin Gathering and Boosting,6001 Bollinger Canyon Road,San Ramon,CA,94583,CONTRA COSTA COUNTY,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,211130
1012310,110061101891,2023,San Juan Basin Gathering and Boosting,200 Energy Court,Farmington,NM,87401,SAN JUAN COUNTY,ENDURING RESOURCES LLC,332 Road 3100,Aztec,NM,87410,100,211120
1012311,110002701238,2023,Chevron MCA 595 Piceance Basin Gathering and Boosting,6001 Bollinger Canyon Road,San Ramon,CA,94583,CONTRA COSTA COUNTY,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,211130
1012317,110071161814,2023,"Uinta Basin,AAPG Province 575, Gathering & Boosting",,Bluebell,UT,84007,DUCHESNE COUNTY,CAERUS OIL & GAS LLC,"1001 17Th St, Suite 1600",Denver,CO,80202,100,211130
1012318,110037102587,2023,National Institute of Standards and Technology,"100 Bureau Drive, MS 1730",Gaithersburg,MD,20899,MONTGOMERY COUNTY,US GOVERNMENT,,,,,,921190
1012321,,2023,"Pioneer Natural Resources USA, Inc. Permian",3617 N Big Spring St,Midland,TX,79705,,PIONEER NATURAL RESOURCES CO,777 Hidden Rdg,Irving,TX,75038,100,211120
1012322,110070082233,2023,NFG Midstream Trout Run Gathering System,1705 Liberty Drive,Williamsport,PA,17701,LYCOMING COUNTY,NATIONAL FUEL GAS CO,6363 Main Street,Williamsville,NY,14221,100,211130
1012324,,2023,WR-551A,,Offshore,LA,00000,,SHELL PETROLEUM INC,"910 Louisiana Street, Suite 420",Houston,TX,77002,100,211120
1012329,110070082237,2023,Powder River Basin - G&B - AAPG Province 515,1099 18th St. #1800,Denver,CO,80202,DENVER COUNTY,WESTERN MIDSTREAM PARTNERS LP,9950 Woodloch Forest Drive,The Woodlands,TX,77380,100,211130
1012332,110071125100,2023,Mustang Gas Products 360 Anadarko Basin,9800 North Oklahoma Avenue,Oklahoma City,OK,73114,OKLAHOMA COUNTY,MUSTANG FUEL CORP,9800 North Oklahoma Avenue,Oklahoma City,OK,73114,100,211130
1012336,110060064488,2023,NFG Midstream Clermont Gathering System,27 Memory Lane,Mount Jewett,PA,16740,MCKEAN COUNTY,NATIONAL FUEL GAS CO,6363 Main Street,Williamsville,NY,14221,100,211130
1012340,110071125100,2023,Mustang Gas Products 355 Chautauqua Platform,9800 North Oklahoma Avenue,Oklahoma City,OK,73114,OKLAHOMA COUNTY,MUSTANG FUEL CORP,9800 North Oklahoma Avenue,Oklahoma City,OK,73114,100,211130
1012341,110070082242,2023,Green River Basin - G&B - AAPG Province 535,1099 18th St. #1800,Denver,CO,80202,DENVER COUNTY,WESTERN MIDSTREAM PARTNERS LP,9950 Woodloch Forest Drive,The Woodlands,TX,77380,100,211130
1012347,110009510270,2023,Jackson Prairie Natural Gas Storage,239 Zandecki Rd,Chehalis,WA,98532,LEWIS COUNTY,AVISTA CORP,1411 E Mission Avenue,Spokane,WA,99202,33.33,486210
1012347,110009510270,2023,Jackson Prairie Natural Gas Storage,239 Zandecki Rd,Chehalis,WA,98532,LEWIS COUNTY,PUGET HOLDINGS LLC,Po Box 97034,Bellevue,WA,98009,33.33,486210
1012347,110009510270,2023,Jackson Prairie Natural Gas Storage,239 Zandecki Rd,Chehalis,WA,98532,LEWIS COUNTY,THE WILLIAMS COS INC,1 Williams Center,Tulsa,OK,74172,33.33,486210
1012348,,2023,California Resources Production Corporation- LA Basin Gathering and Boosting,"1 World Trade Center, Suite 1500",Long Beach,CA,90802,,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1012351,,2023,CalNRG- Ventura Basin Gathering and Boosting,2575 Vista Del Mar Drive,Ventura,CA,93001,,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1012352,,2023,Nucor Steel Longview,"5400 W Loop 281, Bldg 52",Longview,TX,75603,,NUCOR CORP,"1915 Rexford Road, Suite 400",Charlotte,NC,28211,100,331110
1012353,,2023,430 Permian Basin GB DEC,333 West Sheridan Ave,Oklahoma City,OK,73102,,DEVON ENERGY CORP,333 West Sheridan Avenue,Oklahoma City,OK,73102,100,211120
1012355,110001175530,2023,Aera Energy Coastal G and B,66893 Sargent Road,San Ardo,CA,93450,MONTEREY COUNTY,CPPIB Vedder US Holdings LLC,"510 Madison Avenue, 15th Floor",New York,NY,10022,49,211120
1012355,110001175530,2023,Aera Energy Coastal G and B,66893 Sargent Road,San Ardo,CA,93450,MONTEREY COUNTY,IKAV Impact USA Inc,1201 Louisiana Suite 3400,Houston,TX,77002,41.4,211120
1012355,110001175530,2023,Aera Energy Coastal G and B,66893 Sargent Road,San Ardo,CA,93450,MONTEREY COUNTY,"Oaktree Capital Group, LLC","333 South Grand Ave., 28th Floor",Los Angeles,CA,90071,9.6,211120
1012357,110010420062,2023,Aera Energy San Joaquin G and B,10000 Ming Avenue,Bakersfield,CA,93311,KERN COUNTY,IKAV Impact USA Inc,1201 Louisiana Suite 3400,Houston,TX,77002,41.4,211120
1012357,110010420062,2023,Aera Energy San Joaquin G and B,10000 Ming Avenue,Bakersfield,CA,93311,KERN COUNTY,CPPIB Vedder US Holdings LLC,"510 Madison Avenue, 15th Floor",New York,NY,10022,49,211120
1012357,110010420062,2023,Aera Energy San Joaquin G and B,10000 Ming Avenue,Bakersfield,CA,93311,KERN COUNTY,"Oaktree Capital Group, LLC","333 South Grand Ave., 28th Floor",Los Angeles,CA,90071,9.6,211120
1012358,110022872159,2023,"Merit Energy Co., South Texas G&B  220","13727 Noel Road, Suite 1200",Dallas,TX,75240,DALLAS COUNTY,MERIT ENERGY CO LLC,"13727 Noel Road, Suite 500",Dallas,TX,75240,100,211130
1012359,110030905947,2023,Vital Energy Midstream B&G,"521 E. 2nd Street, Suite 1000",Tulsa,OK,74120,TULSA COUNTY,LAREDO PETROLEUM INC,"15 W. Sixth Street, Suite 900",Tulsa,OK,74119,100,211120
1012360,,2023,CRPC - San Joaquin Valley Gathering and Boosting,"900 Old River Road, Plaza",Bakersfield,CA,93311,,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211120
1012361,,2023,CRPC  Sacramento Valley Basin Gathering and Boosting,"900 Old River Road, Plaza",Bakersfield,CA,93311,,CALIFORNIA RESOURCES CORP,"27200 Tourney Road, Suite 200",Santa Clarita,CA,91355,100,211130
1012365,110070082253,2023,WPX Energy Permian LLC Boosting and Gathering,333 West Sheridan,Oklahoma City,OK,73102,OKLAHOMA COUNTY,DEVON ENERGY CORP,333 West Sheridan Avenue,Oklahoma City,OK,73102,100,486210
1012373,110067566440,2023,Red Gate Power Plant,3428 WEST FM 490,Edinburg,TX,78541,HIDALGO COUNTY,SOUTH TEXAS ELECTRIC COOPERATIVE INC,2849 Fm447,Nursery,TX,77976,100,221112
1012374,110018919946,2023,"TCI Texarkana, Inc",300 Alumax Drive,Texarkana,TX,75501,BOWIE COUNTY,TA CHEN INTERNATIONAL INC,5855 Obispo Ave,Long Beach,CA,90805,100,331314
1012375,110017420067,2023,"Granges Americas, Inc",400 Bill Brooks Dr.,Huntingdon,TN,38344,CARROLL COUNTY,GRANGES AMERICAS INC,501 Corporate Centre Dr Ste 280,Franklin,TN,37067,100,331315
1012376,,2023,"PDC Permian, Inc. 430 Permian Basin",1099 18th Street Suite 1500,Denver,CO,80202,,CHEVRON CORP,6001 Bollinger Canyon Road,San Ramon,CA,94583,100,211130
1012378,,2023,SPR San Joaquin Basin,1200 Discovery Dr.,Bakersfield,CA,93309,,SENTINEL PEAK RESOURCES LLC,"6501 E Belleview Avenue, Suite 400",Englewood,CA,80111,100,211120
1012379,,2023,Northeast Ohio Natural Gas,5640 Lancaster Newark Road,Pleasantville,OH,43148,,HEARTHSTONE UTILITIES INC,"184 Shuman Blvd, Suite 300",Naperville,IL,60563,100,221210
1012380,110070082257,2023,FritoLay,2810 kennedy dr,Beloit,WI,53511,ROCK COUNTY,PEPSICO INC,700 Anderson Hill Road,Purchase,NY,10577,100,311919
1012381,110071162454,2023,Clinton,1485 Billy Bell Road,Jackson,MS,39213,HINDS COUNTY,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,100,486210
1012382,110071161845,2023,Glen Karn,180 Mikesell Road,Hollansburg,OH,45332,DARKE COUNTY,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,100,486210
1012383,110070082259,2023,Energy Transfer 260 - East Texas Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012385,110070082259,2023,Energy Transfer 415 - Strawn Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012386,110070082259,2023,Energy Transfer 420 - Fort Worth Syncline,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012387,110070082259,2023,Energy Transfer 355 - Chautaugua Platform,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012388,110070082259,2023,Energy Transfer 360 - Anadarko Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012390,110070082259,2023,Energy Transfer 430 - Permian Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012392,110070082259,2023,Energy Transfer 220 - Gulf Coast Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012393,110070082259,2023,Energy Transfer 230 - Arkla Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012394,110071162485,2023,Baker Pl Rd Landfill,590 Baker Pl Rd,Grovetown,GA,30813,COLUMBIA COUNTY,COLUMBIA COUNTY GEORGIA,650B Ronald Reagan Drive,Evans,GA,30809,100,562212
1012395,110070082259,2023,Energy Transfer 160A - Appalachian Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012396,110070082259,2023,Energy Transfer 350 - South Oklahoma Folded Belt,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,8111 Westchester Dr. Suite 600,Dallas,TX,75225,100,486210
1012397,110070082259,2023,Energy Transfer 400 - Ouachita Folded Belt,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012398,110070082259,2023,Energy Transfer 345 - Arkoma Basin,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012401,110071162047,2023,BCE-Mach III Midstream Holdings LLC - Lincoln Gas Plant,,Dover,OK,73734,KINGFISHER COUNTY,ALTA MESA RESOURCES INC,"15021 Katy Freeway, Suite 400",Houston,TX,77094,100,211130
1012402,,2023,Jonathon Lime Plant,445 Jonathon Quarry Haul Road,Laramie,WY,82072,,PETE LIEN & SONS INC,3401 Universal Dr.,Rapid City,SD,57702-9360,100,327410
1012407,110070082273,2023,Masonite Corporation,1401 East 4th St.,MARSHFIELD,WI,54449,WOOD COUNTY,MASONITE INTERNATIONAL CORP,1242 E 5Th Ave,Tampa,FL,33605,100,321911
1012409,110070082274,2023,Transmission Pipeline - Florida Gas Transmission,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012413,110070082274,2023,Transmission Pipeline - Trunkline Gas Co,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012414,110045006943,2023,Pio Pico Energy Center,7363 Calzada De La Fuente,San Diego,CA,92154,SAN DIEGO COUNTY,IIF US HOLDING LP,"270 Park Avenue, 7Th Floor",New York,NY,10017,100,221112
1012416,110012689082,2023,"Texas Eastern Transmission, LP",915 North Eldridge Parkway,Houston,TX,77079,,Enbridge (US) Inc,915 North Eldridge Parkway,Houston,TX,77079,100,486210
1012418,110070082274,2023,Transmission Pipeline - Transwestern Pipeline Company LLC,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012422,110061013166,2023,Laurens Co - Old Macon Road MSWL,1645 Old Hawkinsville Road,Dublin,GA,31021,LAURENS COUNTY,COUNTY OF LAURENS GEORGIA,1101 L Hillcrest Parkway Pmb#417,Doublin,GA,31021,100,562212
1012424,110000410323,2023,"Continental Dairy Facilities, LLC",999 W. Randall St,Coopersville,MI,49404,OTTAWA COUNTY,SELECT MILK PRODUCERS INC,5151 Beltline Road,Dallas,TX,75254,100,311514
1012427,110070082274,2023,Transmission Pipeline - Panhandle Eastern Pipeline Co,8111 Westchester Drive,Dallas,TX,75225,DALLAS COUNTY,ENERGY TRANSFER LP,"8111 Westchester Dr, Suite 600",Dallas,TX,75225,100,486210
1012430,110004342765,2023,Rochester Gas and Electric - Subpart DD,89 East Avenue,Rochester,NY,14649,MONROE COUNTY,AVANGRID INC,180 Marsh Hill Road,Orange,CT,06477,100,221122
1012432,,2023,Frontier Field Services LLC - Permian Basin Gathering & Boosting,,The Woodlands,TX,77380,,Durango Midstream LLC,10077 Grogans Mill Drive Suite 300,The Woodlands,TX,77380,100,486210
1012433,110022872159,2023,Merit Energy 345 Arkoma Basin GB,13727 Noel Drive,Dallas,TX,75240,DALLAS COUNTY,MERIT ENERGY CO LLC,"13727 Noel Road, Suite 500",Dallas,TX,75240,100,211130
1012435,110071162052,2023,Robstown Fractionator,,Robstown,TX,78380,NUECES COUNTY,EPIC MIDSTREAM LLC,"18615 Tuscany Stone, Suite 300",San Antonio,TX,78258,100,211130
1012436,110071161817,2023,SKB Lansing Landfill,52563 243rd Streed,Austin,MN,55912,MOWER COUNTY,WASTE CONNECTIONS US INC,"3 Waterway Square Place, Suite 110",The Woodlands,TX,77380,100,562212
1012437,,2023,"MMGL TXPH, LLC - 360 - Anadarko Basin",13727 Noel Road,Dallas,TX,75240,,BLACKBEARD OPERATING LLC,"200 N Loraine Street, Suite 300",Midland,TX,79701,100,211120
1012446,,2023,"WTG Jameson, L.P. 430 Permian Basin GB","303 Veterans Airpark Lane, Suite 5000",Midland,TX,79705,,WTG JAMESON LP,"303 Veterans Airpark Lane, Suite 5000",Midland,TX,79705,100,211120
1012447,110002345515,2023,Bacliff Generating Station,5501 Highway 146,Bacliff,TX,77518,GALVESTON,ROCKLAND CAPITAL LLC,"24 Waterway Avenue, Suite 400",Spring,TX,77380,100,221112
1012448,110028008279,2023,Wolfspeed RTP,3028 E. Cornwallis Road,Durham,NC,27709,DURHAM COUNTY,CREE INC,4600 Silicon Drive,Durham,NC,27703,100,334413
1012449,,2023,"Blackbeard Operating, LLC - 430 Permian Basin",201 W Wall St.,Midland,TX,79701,,BLACKBEARD OPERATING LLC,"200 N Loraine Street, Suite 300",Midland,TX,79701,100,211120
1012450,110043800875,2023,BASIN 305 G&B,1165 ELKVIEW DRIVE,GAYLORD,MI,49735,OTSEGO COUNTY,MAVERICK NATURAL RESOURCES LLC,"1111 Bagby Street, Suite 1600",Houston,TX,77002,100,211130
1012452,110070082295,2023,BPX Energy 220 Gulf Coast Basin GB,751 St Johns School Rd,Cuero,TX,77954,,KINDER MORGAN INC,"1001 Louisiana St, Suite 1000",Houston,TX,77002,25,211130
1012452,110070082295,2023,BPX Energy 220 Gulf Coast Basin GB,751 St Johns School Rd,Cuero,TX,77954,,BP AMERICA INC,501 Westlake Park Blvd,Houston,TX,77079,75,211130
1012453,,2023,Dugan Production Corp-San Juan Basin G&B,709 E. Murray Drive,Famington,NM,87499,,DUGAN PRODUCTION CORP,709 E. Murray Drive,Famington,NM,87499,100,211130
1012455,,2023,West Wichita Gas Gathering LLC - Sedgwick Basin Gathering & Boosting,10077 Grogans Mill Road,The Woodlands,TX,77380,,DURANGO MIDSTREAM HOLDINGS LLC,"2002 Timberloch Place, Suite 110",The Woodlands,TX,77380,100,486210
1012456,,2023,BRADFORD WHITE CORPORATION,200 Lafayette St,Middleville,MI,49333,,BRADFORD WHITE CORP,200 Lafayette St,Middleville,MI,49333,100,335220
1012457,,2023,"WTG Gas Processing, LLC 430 Permian Basin GB","303 Veterans Airpark Lane, Suite 5000",Midland,TX,79705,,WTG GAS PROCESSING LP,"303 Veterans Airpark Lane, Suite 5000",Midland,TX,79705,100,211120
1012459,,2023,ExxonMobil 535 Green River GB (LaBArge Gathering & Boosting),13 miles NW of LaBarge,LaBarge,WY,83123,,EXXON MOBIL CORP,5959 Las Colinas Blvd,Irving,TX,75039,100,211130
